625,90788
626,90783
627,90791
628,90789
629,90801
630,90788
631,90795
632,90785
633,90787
634,90781
635,90790
636,90784
637,90796
638,90794
639,90795
640,90788
641,90792
642,90780
643,90788
644,90783
645,90791
646,90789
647,90801
648,90788
649,90795
650,90785
651,90787
652,90781
653,90790
654,90784
655,90796
656,90794
657,90795
658,90788
659,90792
660,90780
661,90788
662,90783
663,90791
664,90789
665,90801
666,90788
667,90795
668,90785
669,90787
670,90781
671,90790
672,90784
673,90796
674,90794
675,90795
676,90788
677,90792
678,90780
679,90788
680,90783
681,90791
682,90789
683,90801
684,90788
685,90795
686,90785
687,90787
688,90781
689,90790
690,90784
691,90796
692,90794
693,90795
694,90788
695,90792
696,90780
697,90788
698,90783
699,90791
700,90789
701,90801
702,90788
703,90795
704,90785
705,90787
706,90781
707,90790
708,90784
709,90796
710,90794
711,90795
712,90788
713,90792
714,90780
715,90788
716,90783
717,90791
718,90789
719,90801
720,90788
721,90795
722,90785
723,90787
724,90781
725,90790
726,90784
727,90796
728,90794
729,90795
730,90788
731,90792
732,90780
733,90788
734,90783
735,90791
736,90789
737,90801
738,90788
739,90795
740,90785
741,90787
742,90781
743,90790
744,90784
745,90796
746,90794
747,90795
748,90788
749,90792
750,90780
751,90788
752,90783
753,90791
754,90789
755,90801
756,90788
757,90795
758,90785
759,90787
760,90781
761,90790
762,90784
763,90796
764,90794
765,90795
766,90788
767,90792
768,90780
769,90788
770,90783
771,90791
772,90789
773,90801
774,90788
775,90795
776,90785
777,90787
778,90781
779,90790
780,90784
781,90796
782,90794
783,90795
784,90788
785,90792
786,90780
787,90788
788,90783
789,90791
790,90789
791,90801
792,90788
793,90795
794,90785
795,90787
796,90781
797,90790
798,90784
799,90796
800,90794
801,90795
802,90788
803,90792
804,90780
805,90788
806,90783
807,90791
808,90789
809,90801
810,90788
811,90795
812,90785
813,90787
814,90781
815,90790
816,90784
817,90796
818,90794
819,90795
820,90788
821,90792
822,90780
823,90788
824,90783
825,90791
826,90789
827,90801
828,90788
829,90795
830,90785
831,90787
832,90781
833,90790
834,90784
835,90796
836,90794
837,90795
838,90788
839,90792
840,90780
841,90788
842,90783
843,90791
844,90789
845,90801
846,90788
847,90795
848,90785
849,90787
850,90781
851,90790
852,90784
853,90796
854,90794
855,90795
856,90788
857,90792
858,90780
859,90788
860,90783
861,90791
862,90789
863,90801
864,90788
865,90795
866,90785
867,90787
868,90781
869,90790
870,90784
871,90796
872,90794
873,90795
874,90788
875,90792
876,90780
877,90788
878,90783
879,90791
880,90789
881,90801
882,90788
883,90795
884,90785
885,90787
886,90781
887,90790
888,90784
889,90796
890,90794
891,90795
892,90788
893,90792
894,90780
895,90788
896,90783
897,90791
898,90789
899,90801
900,90788
901,90795
902,90785
903,90787
904,90781
905,90790
906,90784
907,90796
908,90794
909,90795
910,90788
911,90792
912,90780
913,90788
914,90783
915,90791
916,90789
917,90801
918,90788
919,90795
920,90785
921,90787
922,90781
923,90790
924,90784
925,90796
926,90794
927,90795
928,90788
929,90792
930,90780
931,90788
932,90783
933,90791
934,90789
935,90801
936,90788
937,90795
938,90785
939,90787
940,90781
941,90790
942,90784
943,90796
944,90794
945,90795
946,90788
947,90792
948,90780
949,90788
950,90783
951,90791
952,90789
953,90801
954,90788
955,90795
956,90785
957,90787
958,90781
959,90790
960,90784
961,90796
962,90794
963,90795
964,90788
965,90792
966,90780
967,90788
968,90783
969,90791
970,90789
971,90801
972,90788
973,90795
974,90785
975,90787
976,90781
977,90790
978,90784
979,90796
980,90794
981,90795
982,90788
983,90792
984,90780
985,90788
986,90783
987,90791
988,90789
989,90801
990,90788
991,90795
992,90785
993,90787
994,90781
995,90790
996,90784
997,90796
998,90794
999,90795
